"Time of Day","Process Name","PID","Operation","Path","Result","Detail","Duration"
"1:03:29.2701464 PM","ClimateNA_v7.50.exe","7812","ReadFile","C:\ClimateNA_v7.50\Perioddat\Normal_1991_2020.nrm","SUCCESS","Offset: 118,784, Length: 512","0.0000086"
"1:03:29.2701886 PM","ClimateNA_v7.50.exe","7812","ReadFile","C:\ClimateNA_v7.50\Perioddat\Normal_1991_2020.nrm","SUCCESS","Offset: 119,296, Length: 512","0.0000067"
"1:03:29.2702289 PM","ClimateNA_v7.50.exe","7812","ReadFile","C:\ClimateNA_v7.50\Perioddat\Normal_1991_2020.nrm","SUCCESS","Offset: 119,808, Length: 512","0.0000065"
"1:03:29.2702690 PM","ClimateNA_v7.50.exe","7812","ReadFile","C:\ClimateNA_v7.50\Perioddat\Normal_1991_2020.nrm","SUCCESS","Offset: 120,320, Length: 512","0.0000065"
"1:03:29.2703086 PM","ClimateNA_v7.50.exe","7812","ReadFile","C:\ClimateNA_v7.50\Perioddat\Normal_1991_2020.nrm","SUCCESS","Offset: 120,832, Length: 512","0.0000065"
"1:03:29.2703488 PM","ClimateNA_v7.50.exe","7812","ReadFile","C:\ClimateNA_v7.50\Perioddat\Normal_1991_2020.nrm","SUCCESS","Offset: 121,344, Length: 512","0.0000065"
"1:03:29.2703886 PM","ClimateNA_v7.50.exe","7812","ReadFile","C:\ClimateNA_v7.50\Perioddat\Normal_1991_2020.nrm","SUCCESS","Offset: 121,856, Length: 512","0.0000065"
"1:03:29.2704286 PM","ClimateNA_v7.50.exe","7812","ReadFile","C:\ClimateNA_v7.50\Perioddat\Normal_1991_2020.nrm","SUCCESS","Offset: 122,368, Length: 512","0.0000066"
"1:03:29.2704986 PM","ClimateNA_v7.50.exe","7812","ReadFile","C:\ClimateNA_v7.50\Perioddat\Normal_1991_2020.nrm","SUCCESS","Offset: 122,880, Length: 512","0.0000087"
"1:03:29.2705413 PM","ClimateNA_v7.50.exe","7812","ReadFile","C:\ClimateNA_v7.50\Perioddat\Normal_1991_2020.nrm","SUCCESS","Offset: 123,392, Length: 512","0.0000066"
"1:03:29.2705816 PM","ClimateNA_v7.50.exe","7812","ReadFile","C:\ClimateNA_v7.50\Perioddat\Normal_1991_2020.nrm","SUCCESS","Offset: 123,904, Length: 512","0.0000065"
"1:03:29.2706214 PM","ClimateNA_v7.50.exe","7812","ReadFile","C:\ClimateNA_v7.50\Perioddat\Normal_1991_2020.nrm","SUCCESS","Offset: 124,416, Length: 512","0.0000065"
"1:03:29.2706614 PM","ClimateNA_v7.50.exe","7812","ReadFile","C:\ClimateNA_v7.50\Perioddat\Normal_1991_2020.nrm","SUCCESS","Offset: 124,928, Length: 512","0.0000066"
"1:03:29.2707012 PM","ClimateNA_v7.50.exe","7812","ReadFile","C:\ClimateNA_v7.50\Perioddat\Normal_1991_2020.nrm","SUCCESS","Offset: 125,440, Length: 512","0.0000067"
"1:03:29.2707414 PM","ClimateNA_v7.50.exe","7812","ReadFile","C:\ClimateNA_v7.50\Perioddat\Normal_1991_2020.nrm","SUCCESS","Offset: 125,952, Length: 512","0.0000066"
"1:03:29.2707812 PM","ClimateNA_v7.50.exe","7812","ReadFile","C:\ClimateNA_v7.50\Perioddat\Normal_1991_2020.nrm","SUCCESS","Offset: 126,464, Length: 512","0.0000066"
"1:03:29.2708213 PM","ClimateNA_v7.50.exe","7812","ReadFile","C:\ClimateNA_v7.50\Perioddat\Normal_1991_2020.nrm","SUCCESS","Offset: 126,976, Length: 512","0.0000084"
"1:03:29.2708633 PM","ClimateNA_v7.50.exe","7812","ReadFile","C:\ClimateNA_v7.50\Perioddat\Normal_1991_2020.nrm","SUCCESS","Offset: 127,488, Length: 512","0.0000066"
"1:03:29.2709034 PM","ClimateNA_v7.50.exe","7812","ReadFile","C:\ClimateNA_v7.50\Perioddat\Normal_1991_2020.nrm","SUCCESS","Offset: 128,000, Length: 512","0.0000065"
"1:03:29.2709433 PM","ClimateNA_v7.50.exe","7812","ReadFile","C:\ClimateNA_v7.50\Perioddat\Normal_1991_2020.nrm","SUCCESS","Offset: 128,512, Length: 512","0.0000066"
"1:03:29.2709829 PM","ClimateNA_v7.50.exe","7812","ReadFile","C:\ClimateNA_v7.50\Perioddat\Normal_1991_2020.nrm","SUCCESS","Offset: 129,024, Length: 512","0.0000065"
"1:03:29.2710228 PM","ClimateNA_v7.50.exe","7812","ReadFile","C:\ClimateNA_v7.50\Perioddat\Normal_1991_2020.nrm","SUCCESS","Offset: 129,536, Length: 512","0.0000065"
"1:03:29.2710624 PM","ClimateNA_v7.50.exe","7812","ReadFile","C:\ClimateNA_v7.50\Perioddat\Normal_1991_2020.nrm","SUCCESS","Offset: 130,048, Length: 512","0.0000065"
"1:03:29.2711024 PM","ClimateNA_v7.50.exe","7812","ReadFile","C:\ClimateNA_v7.50\Perioddat\Normal_1991_2020.nrm","SUCCESS","Offset: 130,560, Length: 512","0.0000065"
"1:03:29.2711425 PM","ClimateNA_v7.50.exe","7812","ReadFile","C:\ClimateNA_v7.50\Perioddat\Normal_1991_2020.nrm","SUCCESS","Offset: 131,072, Length: 512","0.0000084"
"1:03:29.2711844 PM","ClimateNA_v7.50.exe","7812","ReadFile","C:\ClimateNA_v7.50\Perioddat\Normal_1991_2020.nrm","SUCCESS","Offset: 131,584, Length: 512","0.0000067"
"1:03:29.2712248 PM","ClimateNA_v7.50.exe","7812","ReadFile","C:\ClimateNA_v7.50\Perioddat\Normal_1991_2020.nrm","SUCCESS","Offset: 132,096, Length: 512","0.0000067"
"1:03:29.2712647 PM","ClimateNA_v7.50.exe","7812","ReadFile","C:\ClimateNA_v7.50\Perioddat\Normal_1991_2020.nrm","SUCCESS","Offset: 132,608, Length: 512","0.0000065"
"1:03:29.2713514 PM","ClimateNA_v7.50.exe","7812","ReadFile","C:\ClimateNA_v7.50\Perioddat\Normal_1991_2020.nrm","SUCCESS","Offset: 133,120, Length: 512","0.0000067"
"1:03:29.2713919 PM","ClimateNA_v7.50.exe","7812","ReadFile","C:\ClimateNA_v7.50\Perioddat\Normal_1991_2020.nrm","SUCCESS","Offset: 133,632, Length: 512","0.0000066"
"1:03:29.2714317 PM","ClimateNA_v7.50.exe","7812","ReadFile","C:\ClimateNA_v7.50\Perioddat\Normal_1991_2020.nrm","SUCCESS","Offset: 134,144, Length: 512","0.0000065"
"1:03:29.2714717 PM","ClimateNA_v7.50.exe","7812","ReadFile","C:\ClimateNA_v7.50\Perioddat\Normal_1991_2020.nrm","SUCCESS","Offset: 134,656, Length: 512","0.0000065"
"1:03:29.2715115 PM","ClimateNA_v7.50.exe","7812","ReadFile","C:\ClimateNA_v7.50\Perioddat\Normal_1991_2020.nrm","SUCCESS","Offset: 135,168, Length: 512","0.0000084"
"1:03:29.2715539 PM","ClimateNA_v7.50.exe","7812","ReadFile","C:\ClimateNA_v7.50\Perioddat\Normal_1991_2020.nrm","SUCCESS","Offset: 135,680, Length: 512","0.0000067"
"1:03:29.2715938 PM","ClimateNA_v7.50.exe","7812","ReadFile","C:\ClimateNA_v7.50\Perioddat\Normal_1991_2020.nrm","SUCCESS","Offset: 136,192, Length: 512","0.0000067"
"1:03:29.2716631 PM","ClimateNA_v7.50.exe","7812","ReadFile","C:\ClimateNA_v7.50\Perioddat\Normal_1991_2020.nrm","SUCCESS","Offset: 136,704, Length: 512","0.0000069"
"1:03:29.2717038 PM","ClimateNA_v7.50.exe","7812","ReadFile","C:\ClimateNA_v7.50\Perioddat\Normal_1991_2020.nrm","SUCCESS","Offset: 137,216, Length: 512","0.0000066"
"1:03:29.2717444 PM","ClimateNA_v7.50.exe","7812","ReadFile","C:\ClimateNA_v7.50\Perioddat\Normal_1991_2020.nrm","SUCCESS","Offset: 137,728, Length: 512","0.0000066"
"1:03:29.2717847 PM","ClimateNA_v7.50.exe","7812","ReadFile","C:\ClimateNA_v7.50\Perioddat\Normal_1991_2020.nrm","SUCCESS","Offset: 138,240, Length: 512","0.0000065"
"1:03:29.2718244 PM","ClimateNA_v7.50.exe","7812","ReadFile","C:\ClimateNA_v7.50\Perioddat\Normal_1991_2020.nrm","SUCCESS","Offset: 138,752, Length: 512","0.0000065"
"1:03:29.2718644 PM","ClimateNA_v7.50.exe","7812","ReadFile","C:\ClimateNA_v7.50\Perioddat\Normal_1991_2020.nrm","SUCCESS","Offset: 139,264, Length: 512","0.0000084"
"1:03:29.2719064 PM","ClimateNA_v7.50.exe","7812","ReadFile","C:\ClimateNA_v7.50\Perioddat\Normal_1991_2020.nrm","SUCCESS","Offset: 139,776, Length: 512","0.0000066"
"1:03:29.2719466 PM","ClimateNA_v7.50.exe","7812","ReadFile","C:\ClimateNA_v7.50\Perioddat\Normal_1991_2020.nrm","SUCCESS","Offset: 140,288, Length: 512","0.0000065"
"1:03:29.2719864 PM","ClimateNA_v7.50.exe","7812","ReadFile","C:\ClimateNA_v7.50\Perioddat\Normal_1991_2020.nrm","SUCCESS","Offset: 140,800, Length: 512","0.0000065"
"1:03:29.2720263 PM","ClimateNA_v7.50.exe","7812","ReadFile","C:\ClimateNA_v7.50\Perioddat\Normal_1991_2020.nrm","SUCCESS","Offset: 141,312, Length: 512","0.0000065"
"1:03:29.2720662 PM","ClimateNA_v7.50.exe","7812","ReadFile","C:\ClimateNA_v7.50\Perioddat\Normal_1991_2020.nrm","SUCCESS","Offset: 141,824, Length: 512","0.0000065"
"1:03:29.2721151 PM","ClimateNA_v7.50.exe","7812","ReadFile","C:\ClimateNA_v7.50\Perioddat\Normal_1991_2020.nrm","SUCCESS","Offset: 142,336, Length: 512","0.0000070"
"1:03:29.2721658 PM","ClimateNA_v7.50.exe","7812","ReadFile","C:\ClimateNA_v7.50\Perioddat\Normal_1991_2020.nrm","SUCCESS","Offset: 142,848, Length: 512","0.0000068"
"1:03:29.2722155 PM","ClimateNA_v7.50.exe","7812","ReadFile","C:\ClimateNA_v7.50\Perioddat\Normal_1991_2020.nrm","SUCCESS","Offset: 143,360, Length: 512","0.0000084"
"1:03:29.2722575 PM","ClimateNA_v7.50.exe","7812","ReadFile","C:\ClimateNA_v7.50\Perioddat\Normal_1991_2020.nrm","SUCCESS","Offset: 143,872, Length: 512","0.0000065"
"1:03:29.2722978 PM","ClimateNA_v7.50.exe","7812","ReadFile","C:\ClimateNA_v7.50\Perioddat\Normal_1991_2020.nrm","SUCCESS","Offset: 144,384, Length: 512","0.0000066"
"1:03:29.2723375 PM","ClimateNA_v7.50.exe","7812","ReadFile","C:\ClimateNA_v7.50\Perioddat\Normal_1991_2020.nrm","SUCCESS","Offset: 144,896, Length: 512","0.0000066"
"1:03:29.2723776 PM","ClimateNA_v7.50.exe","7812","ReadFile","C:\ClimateNA_v7.50\Perioddat\Normal_1991_2020.nrm","SUCCESS","Offset: 145,408, Length: 512","0.0000065"
"1:03:29.2724172 PM","ClimateNA_v7.50.exe","7812","ReadFile","C:\ClimateNA_v7.50\Perioddat\Normal_1991_2020.nrm","SUCCESS","Offset: 145,920, Length: 512","0.0000087"
"1:03:29.2724596 PM","ClimateNA_v7.50.exe","7812","ReadFile","C:\ClimateNA_v7.50\Perioddat\Normal_1991_2020.nrm","SUCCESS","Offset: 146,432, Length: 512","0.0000066"
"1:03:29.2724994 PM","ClimateNA_v7.50.exe","7812","ReadFile","C:\ClimateNA_v7.50\Perioddat\Normal_1991_2020.nrm","SUCCESS","Offset: 146,944, Length: 512","0.0000065"
"1:03:29.2725394 PM","ClimateNA_v7.50.exe","7812","ReadFile","C:\ClimateNA_v7.50\Perioddat\Normal_1991_2020.nrm","SUCCESS","Offset: 147,456, Length: 512","0.0000084"
"1:03:29.2725817 PM","ClimateNA_v7.50.exe","7812","ReadFile","C:\ClimateNA_v7.50\Perioddat\Normal_1991_2020.nrm","SUCCESS","Offset: 147,968, Length: 512","0.0000066"
"1:03:29.2726215 PM","ClimateNA_v7.50.exe","7812","ReadFile","C:\ClimateNA_v7.50\Perioddat\Normal_1991_2020.nrm","SUCCESS","Offset: 148,480, Length: 512","0.0000066"
"1:03:29.2726615 PM","ClimateNA_v7.50.exe","7812","ReadFile","C:\ClimateNA_v7.50\Perioddat\Normal_1991_2020.nrm","SUCCESS","Offset: 148,992, Length: 512","0.0000066"
"1:03:29.2727013 PM","ClimateNA_v7.50.exe","7812","ReadFile","C:\ClimateNA_v7.50\Perioddat\Normal_1991_2020.nrm","SUCCESS","Offset: 149,504, Length: 512","0.0000065"
"1:03:29.2727413 PM","ClimateNA_v7.50.exe","7812","ReadFile","C:\ClimateNA_v7.50\Perioddat\Normal_1991_2020.nrm","SUCCESS","Offset: 150,016, Length: 512","0.0000066"
"1:03:29.2727810 PM","ClimateNA_v7.50.exe","7812","ReadFile","C:\ClimateNA_v7.50\Perioddat\Normal_1991_2020.nrm","SUCCESS","Offset: 150,528, Length: 512","0.0000066"
"1:03:29.2728521 PM","ClimateNA_v7.50.exe","7812","ReadFile","C:\ClimateNA_v7.50\Perioddat\Normal_1991_2020.nrm","SUCCESS","Offset: 151,040, Length: 512","0.0000068"
"1:03:29.2728927 PM","ClimateNA_v7.50.exe","7812","ReadFile","C:\ClimateNA_v7.50\Perioddat\Normal_1991_2020.nrm","SUCCESS","Offset: 151,552, Length: 512","0.0000085"
"1:03:29.2729350 PM","ClimateNA_v7.50.exe","7812","ReadFile","C:\ClimateNA_v7.50\Perioddat\Normal_1991_2020.nrm","SUCCESS","Offset: 152,064, Length: 512","0.0000065"
"1:03:29.2729751 PM","ClimateNA_v7.50.exe","7812","ReadFile","C:\ClimateNA_v7.50\Perioddat\Normal_1991_2020.nrm","SUCCESS","Offset: 152,576, Length: 512","0.0000066"
"1:03:29.2730148 PM","ClimateNA_v7.50.exe","7812","ReadFile","C:\ClimateNA_v7.50\Perioddat\Normal_1991_2020.nrm","SUCCESS","Offset: 153,088, Length: 512","0.0000066"
"1:03:29.2730549 PM","ClimateNA_v7.50.exe","7812","ReadFile","C:\ClimateNA_v7.50\Perioddat\Normal_1991_2020.nrm","SUCCESS","Offset: 153,600, Length: 512","0.0000066"
"1:03:29.2730946 PM","ClimateNA_v7.50.exe","7812","ReadFile","C:\ClimateNA_v7.50\Perioddat\Normal_1991_2020.nrm","SUCCESS","Offset: 154,112, Length: 512","0.0000066"
"1:03:29.2731346 PM","ClimateNA_v7.50.exe","7812","ReadFile","C:\ClimateNA_v7.50\Perioddat\Normal_1991_2020.nrm","SUCCESS","Offset: 154,624, Length: 512","0.0000066"
"1:03:29.2731742 PM","ClimateNA_v7.50.exe","7812","ReadFile","C:\ClimateNA_v7.50\Perioddat\Normal_1991_2020.nrm","SUCCESS","Offset: 155,136, Length: 512","0.0000066"
"1:03:29.2732142 PM","ClimateNA_v7.50.exe","7812","ReadFile","C:\ClimateNA_v7.50\Perioddat\Normal_1991_2020.nrm","SUCCESS","Offset: 155,648, Length: 512","0.0000084"
"1:03:29.2732561 PM","ClimateNA_v7.50.exe","7812","ReadFile","C:\ClimateNA_v7.50\Perioddat\Normal_1991_2020.nrm","SUCCESS","Offset: 156,160, Length: 512","0.0000066"
"1:03:29.2732962 PM","ClimateNA_v7.50.exe","7812","ReadFile","C:\ClimateNA_v7.50\Perioddat\Normal_1991_2020.nrm","SUCCESS","Offset: 156,672, Length: 512","0.0000066"
"1:03:29.2733362 PM","ClimateNA_v7.50.exe","7812","ReadFile","C:\ClimateNA_v7.50\Perioddat\Normal_1991_2020.nrm","SUCCESS","Offset: 157,184, Length: 512","0.0000065"
"1:03:29.2733759 PM","ClimateNA_v7.50.exe","7812","ReadFile","C:\ClimateNA_v7.50\Perioddat\Normal_1991_2020.nrm","SUCCESS","Offset: 157,696, Length: 512","0.0000066"
"1:03:29.2734160 PM","ClimateNA_v7.50.exe","7812","ReadFile","C:\ClimateNA_v7.50\Perioddat\Normal_1991_2020.nrm","SUCCESS","Offset: 158,208, Length: 512","0.0000065"
"1:03:29.2734558 PM","ClimateNA_v7.50.exe","7812","ReadFile","C:\ClimateNA_v7.50\Perioddat\Normal_1991_2020.nrm","SUCCESS","Offset: 158,720, Length: 512","0.0000066"
"1:03:29.2734959 PM","ClimateNA_v7.50.exe","7812","ReadFile","C:\ClimateNA_v7.50\Perioddat\Normal_1991_2020.nrm","SUCCESS","Offset: 159,232, Length: 512","0.0000066"
"1:03:29.2735357 PM","ClimateNA_v7.50.exe","7812","ReadFile","C:\ClimateNA_v7.50\Perioddat\Normal_1991_2020.nrm","SUCCESS","Offset: 159,744, Length: 512","0.0000128"
"1:03:29.2735829 PM","ClimateNA_v7.50.exe","7812","ReadFile","C:\ClimateNA_v7.50\Perioddat\Normal_1991_2020.nrm","SUCCESS","Offset: 160,256, Length: 512","0.0000068"
"1:03:29.2736415 PM","ClimateNA_v7.50.exe","7812","ReadFile","C:\ClimateNA_v7.50\Perioddat\Normal_1991_2020.nrm","SUCCESS","Offset: 160,768, Length: 512","0.0000233"
"1:03:29.2737081 PM","ClimateNA_v7.50.exe","7812","ReadFile","C:\ClimateNA_v7.50\Perioddat\Normal_1991_2020.nrm","SUCCESS","Offset: 161,280, Length: 512","0.0000068"
"1:03:29.2737485 PM","ClimateNA_v7.50.exe","7812","ReadFile","C:\ClimateNA_v7.50\Perioddat\Normal_1991_2020.nrm","SUCCESS","Offset: 161,792, Length: 512","0.0000066"
"1:03:29.2737883 PM","ClimateNA_v7.50.exe","7812","ReadFile","C:\ClimateNA_v7.50\Perioddat\Normal_1991_2020.nrm","SUCCESS","Offset: 162,304, Length: 512","0.0000064"
"1:03:29.2738282 PM","ClimateNA_v7.50.exe","7812","ReadFile","C:\ClimateNA_v7.50\Perioddat\Normal_1991_2020.nrm","SUCCESS","Offset: 162,816, Length: 512","0.0000065"
"1:03:29.2739162 PM","ClimateNA_v7.50.exe","7812","ReadFile","C:\ClimateNA_v7.50\Perioddat\Normal_1991_2020.nrm","SUCCESS","Offset: 163,328, Length: 512","0.0000068"
"1:03:29.2739563 PM","ClimateNA_v7.50.exe","7812","ReadFile","C:\ClimateNA_v7.50\Perioddat\Normal_1991_2020.nrm","SUCCESS","Offset: 163,840, Length: 512","0.0000087"
"1:03:29.2739991 PM","ClimateNA_v7.50.exe","7812","ReadFile","C:\ClimateNA_v7.50\Perioddat\Normal_1991_2020.nrm","SUCCESS","Offset: 164,352, Length: 512","0.0000065"
"1:03:29.2740390 PM","ClimateNA_v7.50.exe","7812","ReadFile","C:\ClimateNA_v7.50\Perioddat\Normal_1991_2020.nrm","SUCCESS","Offset: 164,864, Length: 512","0.0000065"
"1:03:29.2740791 PM","ClimateNA_v7.50.exe","7812","ReadFile","C:\ClimateNA_v7.50\Perioddat\Normal_1991_2020.nrm","SUCCESS","Offset: 165,376, Length: 512","0.0000065"
"1:03:29.2741188 PM","ClimateNA_v7.50.exe","7812","ReadFile","C:\ClimateNA_v7.50\Perioddat\Normal_1991_2020.nrm","SUCCESS","Offset: 165,888, Length: 512","0.0000065"
"1:03:29.2741590 PM","ClimateNA_v7.50.exe","7812","ReadFile","C:\ClimateNA_v7.50\Perioddat\Normal_1991_2020.nrm","SUCCESS","Offset: 166,400, Length: 512","0.0000065"
"1:03:29.2741988 PM","ClimateNA_v7.50.exe","7812","ReadFile","C:\ClimateNA_v7.50\Perioddat\Normal_1991_2020.nrm","SUCCESS","Offset: 166,912, Length: 512","0.0000065"
"1:03:29.2742389 PM","ClimateNA_v7.50.exe","7812","ReadFile","C:\ClimateNA_v7.50\Perioddat\Normal_1991_2020.nrm","SUCCESS","Offset: 167,424, Length: 512","0.0000065"
"1:03:29.2742789 PM","ClimateNA_v7.50.exe","7812","ReadFile","C:\ClimateNA_v7.50\Perioddat\Normal_1991_2020.nrm","SUCCESS","Offset: 167,936, Length: 512","0.0000083"
"1:03:29.2743209 PM","ClimateNA_v7.50.exe","7812","ReadFile","C:\ClimateNA_v7.50\Perioddat\Normal_1991_2020.nrm","SUCCESS","Offset: 168,448, Length: 512","0.0000066"
"1:03:29.2743609 PM","ClimateNA_v7.50.exe","7812","ReadFile","C:\ClimateNA_v7.50\Perioddat\Normal_1991_2020.nrm","SUCCESS","Offset: 168,960, Length: 512","0.0000066"
"1:03:29.2744007 PM","ClimateNA_v7.50.exe","7812","ReadFile","C:\ClimateNA_v7.50\Perioddat\Normal_1991_2020.nrm","SUCCESS","Offset: 169,472, Length: 512","0.0000065"
"1:03:29.2744408 PM","ClimateNA_v7.50.exe","7812","ReadFile","C:\ClimateNA_v7.50\Perioddat\Normal_1991_2020.nrm","SUCCESS","Offset: 169,984, Length: 512","0.0000065"
"1:03:29.2744805 PM","ClimateNA_v7.50.exe","7812","ReadFile","C:\ClimateNA_v7.50\Perioddat\Normal_1991_2020.nrm","SUCCESS","Offset: 170,496, Length: 512","0.0000065"
"1:03:29.2745203 PM","ClimateNA_v7.50.exe","7812","ReadFile","C:\ClimateNA_v7.50\Perioddat\Normal_1991_2020.nrm","SUCCESS","Offset: 171,008, Length: 512","0.0000065"
"1:03:29.2745602 PM","ClimateNA_v7.50.exe","7812","ReadFile","C:\ClimateNA_v7.50\Perioddat\Normal_1991_2020.nrm","SUCCESS","Offset: 171,520, Length: 512","0.0000065"
"1:03:29.2746478 PM","ClimateNA_v7.50.exe","7812","ReadFile","C:\ClimateNA_v7.50\Perioddat\Normal_1991_2020.nrm","SUCCESS","Offset: 172,032, Length: 512","0.0000209"
"1:03:29.2747252 PM","ClimateNA_v7.50.exe","7812","ReadFile","C:\ClimateNA_v7.50\Perioddat\Normal_1991_2020.nrm","SUCCESS","Offset: 172,544, Length: 512","0.0000090"
"1:03:29.2747731 PM","ClimateNA_v7.50.exe","7812","ReadFile","C:\ClimateNA_v7.50\Perioddat\Normal_1991_2020.nrm","SUCCESS","Offset: 173,056, Length: 512","0.0000071"
"1:03:29.2748162 PM","ClimateNA_v7.50.exe","7812","ReadFile","C:\ClimateNA_v7.50\Perioddat\Normal_1991_2020.nrm","SUCCESS","Offset: 173,568, Length: 512","0.0000069"
"1:03:29.2748586 PM","ClimateNA_v7.50.exe","7812","ReadFile","C:\ClimateNA_v7.50\Perioddat\Normal_1991_2020.nrm","SUCCESS","Offset: 174,080, Length: 512","0.0000069"
"1:03:29.2749091 PM","ClimateNA_v7.50.exe","7812","ReadFile","C:\ClimateNA_v7.50\Perioddat\Normal_1991_2020.nrm","SUCCESS","Offset: 174,592, Length: 512","0.0000068"
"1:03:29.2749597 PM","ClimateNA_v7.50.exe","7812","ReadFile","C:\ClimateNA_v7.50\Perioddat\Normal_1991_2020.nrm","SUCCESS","Offset: 175,104, Length: 512","0.0000070"
"1:03:29.2750021 PM","ClimateNA_v7.50.exe","7812","ReadFile","C:\ClimateNA_v7.50\Perioddat\Normal_1991_2020.nrm","SUCCESS","Offset: 175,616, Length: 512","0.0000069"
"1:03:29.2750446 PM","ClimateNA_v7.50.exe","7812","ReadFile","C:\ClimateNA_v7.50\Perioddat\Normal_1991_2020.nrm","SUCCESS","Offset: 176,128, Length: 512","0.0000090"
"1:03:29.2750894 PM","ClimateNA_v7.50.exe","7812","ReadFile","C:\ClimateNA_v7.50\Perioddat\Normal_1991_2020.nrm","SUCCESS","Offset: 176,640, Length: 512","0.0000070"
"1:03:29.2751323 PM","ClimateNA_v7.50.exe","7812","ReadFile","C:\ClimateNA_v7.50\Perioddat\Normal_1991_2020.nrm","SUCCESS","Offset: 177,152, Length: 512","0.0000071"
"1:03:29.2751835 PM","ClimateNA_v7.50.exe","7812","ReadFile","C:\ClimateNA_v7.50\Perioddat\Normal_1991_2020.nrm","SUCCESS","Offset: 177,664, Length: 512","0.0000068"
"1:03:29.2752326 PM","ClimateNA_v7.50.exe","7812","ReadFile","C:\ClimateNA_v7.50\Perioddat\Normal_1991_2020.nrm","SUCCESS","Offset: 178,176, Length: 512","0.0000065"
"1:03:29.2752728 PM","ClimateNA_v7.50.exe","7812","ReadFile","C:\ClimateNA_v7.50\Perioddat\Normal_1991_2020.nrm","SUCCESS","Offset: 178,688, Length: 512","0.0000067"
"1:03:29.2753129 PM","ClimateNA_v7.50.exe","7812","ReadFile","C:\ClimateNA_v7.50\Perioddat\Normal_1991_2020.nrm","SUCCESS","Offset: 179,200, Length: 512","0.0000065"
"1:03:29.2753531 PM","ClimateNA_v7.50.exe","7812","ReadFile","C:\ClimateNA_v7.50\Perioddat\Normal_1991_2020.nrm","SUCCESS","Offset: 179,712, Length: 512","0.0000066"
"1:03:29.2753930 PM","ClimateNA_v7.50.exe","7812","ReadFile","C:\ClimateNA_v7.50\Perioddat\Normal_1991_2020.nrm","SUCCESS","Offset: 180,224, Length: 512","0.0000085"
"1:03:29.2754355 PM","ClimateNA_v7.50.exe","7812","ReadFile","C:\ClimateNA_v7.50\Perioddat\Normal_1991_2020.nrm","SUCCESS","Offset: 180,736, Length: 512","0.0000068"
"1:03:29.2754760 PM","ClimateNA_v7.50.exe","7812","ReadFile","C:\ClimateNA_v7.50\Perioddat\Normal_1991_2020.nrm","SUCCESS","Offset: 181,248, Length: 512","0.0000066"
"1:03:29.2755159 PM","ClimateNA_v7.50.exe","7812","ReadFile","C:\ClimateNA_v7.50\Perioddat\Normal_1991_2020.nrm","SUCCESS","Offset: 181,760, Length: 512","0.0000067"
"1:03:29.2755562 PM","ClimateNA_v7.50.exe","7812","ReadFile","C:\ClimateNA_v7.50\Perioddat\Normal_1991_2020.nrm","SUCCESS","Offset: 182,272, Length: 512","0.0000067"
"1:03:29.2755962 PM","ClimateNA_v7.50.exe","7812","ReadFile","C:\ClimateNA_v7.50\Perioddat\Normal_1991_2020.nrm","SUCCESS","Offset: 182,784, Length: 512","0.0000066"
"1:03:29.2756365 PM","ClimateNA_v7.50.exe","7812","ReadFile","C:\ClimateNA_v7.50\Perioddat\Normal_1991_2020.nrm","SUCCESS","Offset: 183,296, Length: 512","0.0000066"
"1:03:29.2756859 PM","ClimateNA_v7.50.exe","7812","ReadFile","C:\ClimateNA_v7.50\Perioddat\Normal_1991_2020.nrm","SUCCESS","Offset: 183,808, Length: 512","0.0000069"
"1:03:29.2757270 PM","ClimateNA_v7.50.exe","7812","ReadFile","C:\ClimateNA_v7.50\Perioddat\Normal_1991_2020.nrm","SUCCESS","Offset: 184,320, Length: 512","0.0000085"
"1:03:29.2757697 PM","ClimateNA_v7.50.exe","7812","ReadFile","C:\ClimateNA_v7.50\Perioddat\Normal_1991_2020.nrm","SUCCESS","Offset: 184,832, Length: 512","0.0000066"
"1:03:29.2758097 PM","ClimateNA_v7.50.exe","7812","ReadFile","C:\ClimateNA_v7.50\Perioddat\Normal_1991_2020.nrm","SUCCESS","Offset: 185,344, Length: 512","0.0000065"
"1:03:29.2758500 PM","ClimateNA_v7.50.exe","7812","ReadFile","C:\ClimateNA_v7.50\Perioddat\Normal_1991_2020.nrm","SUCCESS","Offset: 185,856, Length: 512","0.0000065"
"1:03:29.2758897 PM","ClimateNA_v7.50.exe","7812","ReadFile","C:\ClimateNA_v7.50\Perioddat\Normal_1991_2020.nrm","SUCCESS","Offset: 186,368, Length: 512","0.0000066"
"1:03:29.2759299 PM","ClimateNA_v7.50.exe","7812","ReadFile","C:\ClimateNA_v7.50\Perioddat\Normal_1991_2020.nrm","SUCCESS","Offset: 186,880, Length: 512","0.0000066"
"1:03:29.2759699 PM","ClimateNA_v7.50.exe","7812","ReadFile","C:\ClimateNA_v7.50\Perioddat\Normal_1991_2020.nrm","SUCCESS","Offset: 187,392, Length: 512","0.0000067"
"1:03:29.2760102 PM","ClimateNA_v7.50.exe","7812","ReadFile","C:\ClimateNA_v7.50\Perioddat\Normal_1991_2020.nrm","SUCCESS","Offset: 187,904, Length: 512","0.0000066"
